Timestep,Shank_x,Shank_y,Shank_z,Thigh_x,Thigh_y,Thigh_z,Trunk_x,Trunk_y,Trunk_z,FoG
0,-101,198,1019,81,80,981,-106,-116,1019,0
1,-111,207,1009,72,50,981,-97,-87,1000,0
2,-90,217,1009,81,80,981,-97,-87,1000,0
3,-101,217,1019,72,70,990,-97,-87,1009,0
4,-90,227,1009,90,70,981,-116,-97,1019,0
5,-101,237,1029,72,50,990,-106,-77,1019,0
6,-121,237,1019,72,50,990,-106,-77,1019,0
7,-121,227,1019,72,80,981,-106,-87,1038,0
8,-111,227,1009,54,70,990,-116,-67,1009,0
9,-111,217,1009,72,80,990,-116,-97,1009,0
10,-121,198,1009,81,60,990,-116,-97,1000,0
11,-111,227,1009,63,60,972,-106,-77,1009,0
12,-90,237,1019,81,70,962,-116,-97,1009,0
13,-101,247,990,72,70,990,-116,-87,1009,0
14,-111,237,1019,81,80,981,-116,-97,1019,0
15,-111,198,1019,63,60,981,-116,-87,1000,0
16,-111,227,1009,45,60,990,-116,-97,1009,0
17,-101,227,1019,72,80,981,-116,-97,1009,0
18,-90,217,1019,63,70,981,-106,-87,990,0
19,-121,227,1009,63,70,981,-106,-87,1000,0
20,-131,217,1000,63,70,990,-106,-87,1000,0
21,-101,217,1009,63,80,981,-106,-116,1000,0
22,-90,227,1000,63,70,990,-116,-106,1000,0
23,-101,237,1009,90,60,981,-126,-77,1009,0
24,-121,207,1019,81,60,990,-126,-97,1019,0
25,-111,227,1000,72,70,981,-116,-87,1000,0
26,-101,217,1000,81,70,962,-116,-97,1000,0
27,-111,247,1019,72,70,990,-116,-87,1000,0
28,-101,227,1019,81,60,972,-116,-77,1009,0
29,-111,217,1019,90,80,972,-106,-87,1009,0
30,-111,207,1009,72,90,990,-106,-116,1019,0
31,-111,217,1019,90,80,990,-106,-126,1009,0
32,-101,217,1000,72,70,1000,-116,-87,1000,0
33,-111,227,1000,63,80,981,-97,-106,990,0
34,-111,227,1000,72,60,990,-116,-106,1009,0
35,-101,227,1009,54,101,972,-126,-106,1009,0
36,-101,227,1009,90,80,972,-116,-106,1009,0
37,-111,227,1019,72,80,981,-116,-116,1019,0
38,-111,227,1019,63,60,990,-126,-106,1009,0
39,-90,217,1019,81,60,972,-135,-106,1019,0
40,-90,217,1009,100,60,981,-116,-97,1000,0
41,-90,227,1000,90,80,990,-135,-97,990,0
42,-121,207,1039,90,80,1000,-126,-97,1009,0
43,-90,227,1009,90,70,981,-126,-97,1009,0
44,-90,227,1019,90,60,972,-116,-97,1000,0
45,-90,227,1009,90,60,972,-106,-97,980,0
46,-90,237,1000,90,50,981,-116,-97,990,0
47,-90,217,1000,90,80,981,-116,-97,1000,0
48,-111,227,1009,90,90,981,-116,-97,1009,0
49,-111,227,1009,81,80,981,-106,-97,1009,0
50,-101,227,1009,100,70,972,-126,-87,1000,0
51,-90,217,1019,90,70,981,-106,-97,1000,0
52,-80,227,1000,90,70,981,-116,-106,1009,0
53,-80,207,1019,109,90,972,-97,-97,1019,0
54,-101,227,1000,81,80,981,-126,-87,1000,0
55,-90,237,1009,81,70,981,-106,-97,990,0
56,-101,198,1009,72,90,981,-106,-116,1000,0
57,-101,207,1009,54,70,972,-116,-97,1009,0
58,-90,217,1009,72,70,1000,-106,-97,1019,0
59,-90,217,1009,109,70,1018,-97,-97,1000,0
60,-90,207,1009,72,70,981,-126,-87,1009,0
61,-121,227,1019,63,70,990,-106,-97,1009,0
62,-101,217,1009,54,101,962,-116,-106,1009,0
63,-101,217,1009,72,50,990,-116,-116,1028,0
64,-111,227,1009,90,70,972,-116,-116,1019,0
65,-111,237,1000,63,70,990,-106,-106,1009,0
66,-101,217,1019,81,60,972,-116,-97,1009,0
67,-101,217,1019,72,50,972,-116,-126,1009,0
68,-90,217,1009,63,70,981,-106,-97,1009,0
69,-111,227,1009,63,70,981,-116,-106,1009,0
70,-111,217,1019,72,50,990,-116,-97,1009,0
71,-90,207,1029,72,60,990,-97,-97,1009,0
72,-121,227,1019,63,60,990,-116,-106,1009,0
73,-90,198,1019,63,60,990,-97,-116,990,0
74,-90,227,1019,72,60,990,-116,-97,1009,0
75,-111,217,1019,90,70,972,-106,-106,1000,0
76,-101,227,1019,90,60,990,-106,-97,1009,0
77,-111,227,1029,54,60,981,-106,-87,1019,0
78,-101,217,1009,72,60,981,-87,-106,1000,0
79,-101,217,1029,81,70,981,-126,-87,1019,0
80,-90,217,1019,81,70,972,-106,-106,1009,0
81,-111,217,1039,90,60,972,-97,-97,990,0
82,-101,227,1000,72,50,1000,-97,-97,990,0
83,-101,207,1019,90,70,981,-116,-87,1000,0
84,-101,217,1019,72,90,981,-116,-97,1000,0
85,-111,217,1009,81,50,990,-106,-87,1009,0
86,-101,217,1000,81,80,981,-106,-97,1009,0
87,-101,237,1019,72,80,990,-97,-97,1009,0
88,-101,227,1009,81,80,981,-116,-106,1000,0
89,-90,217,1000,100,60,990,-106,-106,1009,0
90,-90,217,1019,90,60,981,-116,-106,1009,0
91,-111,198,1000,81,60,990,-97,-106,990,0
92,-121,217,1009,63,70,981,-116,-67,1009,0
93,-101,217,1009,81,70,981,-97,-106,1019,0
94,-90,217,1029,72,60,981,-106,-116,1028,0
95,-101,198,1039,90,60,990,-116,-97,1009,0
96,-101,217,1000,81,50,972,-106,-126,1019,0
97,-111,237,1019,72,80,972,-97,-77,1009,0
98,-101,237,1000,81,70,990,-106,-126,1000,0
99,-111,217,1000,90,60,990,-106,-87,1009,0
100,-101,237,1009,72,90,990,-116,-97,1009,0
101,-101,237,1009,63,70,981,-116,-106,1009,0
102,-111,227,1009,63,60,981,-106,-116,1009,0
103,-121,217,1019,63,60,990,-106,-106,1000,0
104,-111,217,1009,63,70,972,-106,-97,990,0
105,-90,217,1009,90,60,962,-106,-116,1000,0
106,-90,217,1000,90,70,981,-106,-97,990,0
107,-101,227,1000,90,60,981,-116,-97,1000,0
108,-80,217,1019,81,80,981,-126,-77,1009,0
109,-121,237,1019,81,70,981,-106,-97,1000,0
110,-101,217,1000,72,90,981,-106,-87,1000,0
111,-80,237,1000,90,80,981,-116,-97,1000,0
112,-111,227,1009,90,60,1000,-116,-97,1019,0
113,-121,237,1019,72,80,990,-116,-97,1000,0
114,-101,237,1019,72,70,990,-116,-106,1019,0
115,-111,217,1019,81,60,1000,-116,-97,1009,0
116,-111,217,1009,72,70,990,-116,-106,1000,0
117,-111,227,1019,63,70,990,-116,-87,1009,0
118,-111,237,1019,63,50,990,-116,-106,1009,0
119,-90,227,1009,81,70,981,-106,-87,1019,0
120,-90,237,1019,90,60,990,-116,-106,1009,0
121,-101,217,1009,90,50,990,-126,-126,1019,0
122,-111,227,1009,81,70,981,-106,-67,990,0
123,-121,217,1009,63,80,972,-126,-77,1000,0
124,-101,227,1019,81,80,981,-116,-87,1009,0
125,-111,227,1019,72,90,972,-116,-87,1009,0
126,-111,217,1019,81,80,990,-106,-97,990,0
127,-90,227,1009,72,60,972,-116,-116,1000,0
128,-101,198,1019,81,70,990,-106,-126,1019,0
129,-101,227,1000,72,60,981,-126,-97,1019,0
130,-90,247,1029,90,70,981,-106,-106,1009,0
131,-101,207,1009,90,80,981,-106,-87,1009,0
132,-80,227,1009,54,101,990,-116,-97,1019,0
133,-111,237,1009,81,70,981,-97,-97,990,0
134,-101,217,1009,100,70,990,-116,-87,1009,0
135,-101,237,1019,100,70,990,-116,-106,1000,0
136,-101,237,1009,72,80,990,-116,-67,1009,0
137,-90,227,1019,90,60,972,-126,-87,990,0
138,-111,227,1019,100,70,981,-116,-87,1000,0
139,-111,227,1009,90,80,981,-97,-87,980,0
140,-111,227,1029,100,60,981,-106,-97,1000,0
141,-111,207,1019,90,70,972,-106,-87,990,0
142,-111,227,1009,90,70,990,-116,-67,1009,0
143,-90,247,1009,109,70,962,-116,-106,1019,0
144,-90,207,1009,90,60,981,-116,-106,1019,0
145,-101,227,1009,90,90,981,-116,-97,1000,0
146,-111,237,1009,63,90,990,-116,-77,1019,0
