Timestep,Shank_x,Shank_y,Shank_z,Thigh_x,Thigh_y,Thigh_z,Trunk_x,Trunk_y,Trunk_z,FoG
0,-151,267,990,63,80,990,-9,0,1019,0
1,-151,277,1000,63,80,981,-9,58,1009,0
2,-181,247,1009,63,70,981,-9,38,1019,0
3,-161,237,990,81,80,981,0,48,1019,0
4,-151,257,1000,81,80,981,-9,38,1000,0
5,-171,237,1009,81,60,990,-9,29,1009,0
6,-161,267,1000,72,50,972,0,29,1028,0
7,-141,277,990,45,70,981,-9,38,1009,0
8,-161,257,1000,54,50,990,-19,29,1019,0
9,-141,247,990,63,40,981,0,19,1019,0
10,-161,257,990,54,50,990,-9,38,1009,0
11,-181,247,1009,54,70,990,-9,19,1019,0
12,-161,247,1000,54,70,981,-9,48,1019,0
13,-161,247,1009,36,80,990,-9,38,1019,0
14,-151,247,1000,63,60,981,-19,19,1028,0
15,-161,237,1009,54,50,1000,-19,9,1009,0
16,-161,237,1019,54,50,981,-19,29,1019,0
17,-171,237,1000,36,70,981,-9,38,1019,0
18,-161,237,1000,36,50,981,-19,29,1019,0
19,-161,237,980,54,50,990,-19,29,1019,0
20,-171,247,1009,45,50,1000,-19,19,1019,0
21,-161,247,1000,45,40,990,-29,19,1019,0
22,-151,267,1000,27,50,990,-38,19,1019,0
23,-151,257,1000,36,50,981,-19,9,1019,0
24,-151,217,1009,54,70,981,-19,9,1028,0
25,-171,237,1000,54,60,1000,-9,29,1019,0
26,-161,227,1009,54,70,972,-19,29,1019,0
27,-151,237,1000,36,40,990,0,29,1009,0
28,-161,257,1009,45,40,990,-9,19,1019,0
29,-161,237,1000,63,70,981,-19,9,1028,0
30,-151,237,990,45,60,981,-9,9,1019,0
31,-171,227,1009,45,60,981,-19,29,1009,0
32,-161,227,990,45,60,990,-9,9,1028,0
33,-171,237,1009,36,60,1000,-9,29,1019,0
34,-161,227,1009,36,60,1000,-9,29,1028,0
35,-161,237,980,45,40,990,-19,38,1028,0
36,-151,267,980,45,70,981,-9,19,1019,0
37,-151,237,1000,36,60,981,-19,38,1038,0
38,-161,237,980,54,70,981,0,19,1038,0
39,-161,237,1019,54,40,981,0,29,1019,0
40,-171,247,1000,45,50,1000,-9,38,1028,0
41,-161,237,1009,54,60,981,0,29,1019,0
42,-161,237,1009,36,50,981,0,19,1019,0
43,-161,237,990,45,70,981,9,29,1019,0
44,-171,227,1019,45,70,1000,0,9,1028,0
45,-171,247,1000,36,40,990,0,38,1009,0
46,-171,247,990,54,70,990,9,48,1019,0
47,-161,247,1000,45,40,981,0,29,1028,0
48,-161,247,1009,36,70,990,0,38,1009,0
49,-161,237,1009,45,70,990,0,38,1009,0
50,-171,247,1000,72,60,953,9,29,1028,0
51,-171,247,1000,54,70,981,0,38,1009,0
52,-161,247,990,54,50,990,0,29,1000,0
53,-151,247,1009,63,70,990,0,38,1009,0
54,-161,247,1000,54,60,990,0,38,1009,0
55,-161,247,1000,54,60,1000,-9,19,1019,0
56,-171,247,1000,54,60,972,0,19,1038,0
57,-171,257,1000,36,80,990,9,38,1028,0
58,-161,237,1009,45,70,981,-9,29,1009,0
59,-161,237,1009,54,50,1000,-9,38,1019,0
60,-161,237,1000,45,70,990,-9,9,1009,0
61,-171,247,990,27,70,990,-9,38,1009,0
62,-161,247,1000,27,80,990,-9,0,1019,0
63,-161,227,1009,54,70,972,-9,29,1009,0
64,-161,227,1009,54,40,981,0,0,1028,0
65,-171,257,1009,45,50,1000,-29,19,1019,0
