Timestep,Shank_x,Shank_y,Shank_z,Thigh_x,Thigh_y,Thigh_z,Trunk_x,Trunk_y,Trunk_z,FoG
0,101,306,1009,-163,282,1000,116,-58,980,0
1,60,316,1009,-290,272,925,145,-87,1028,0
2,40,297,1000,-318,242,898,135,-126,1038,0
3,60,287,1019,-254,202,962,135,-87,1019,0
4,90,316,980,-236,242,925,67,-58,971,0
5,80,316,990,-263,252,879,58,-97,1000,0
6,80,326,1000,-263,252,925,19,-106,980,0
7,80,306,980,-245,222,962,19,-145,971,0
8,90,297,1000,-236,202,935,-19,-77,990,0
9,80,297,990,-254,212,944,58,-135,1019,0
10,70,336,980,-272,222,916,67,-87,1028,0
11,70,326,1000,-263,191,907,97,-87,1009,0
12,90,297,980,-227,232,972,155,-106,1009,0
13,80,326,1029,-172,303,981,116,-58,990,0
14,70,336,1000,-318,242,925,145,-87,1028,0
15,30,297,1009,-281,202,879,194,-116,1019,0
16,80,297,1000,-236,212,990,135,-87,1019,0
17,111,316,970,-227,232,935,106,-67,990,0
18,70,336,980,-254,252,879,67,-116,980,0
19,80,316,970,-245,242,916,29,-165,990,0
20,40,316,1009,-245,232,972,0,-135,980,0
21,80,297,1009,-254,202,953,-9,-87,990,0
22,90,306,990,-272,222,925,58,-135,1028,0
23,90,297,970,-272,202,935,29,-67,1038,0
24,90,287,990,-209,222,907,184,-67,990,0
25,101,326,980,-145,242,1027,116,-48,1000,0
26,80,316,1009,-245,292,925,174,-38,1009,0
27,80,306,990,-300,222,888,174,-145,1038,0
28,70,297,1000,-236,181,953,203,-155,1057,0
29,90,297,1029,-218,202,972,97,-48,1000,0
30,80,326,980,-227,252,870,116,-135,990,0
31,50,326,980,-309,252,879,38,-116,990,0
32,60,306,990,-281,242,944,48,-145,971,0
33,60,306,1009,-236,232,962,-9,-126,990,0
34,90,316,1009,-236,222,953,0,-87,1000,0
35,70,297,1000,-218,202,916,29,-106,1047,0
36,70,316,990,-245,212,935,126,-97,1019,0
37,90,306,960,-172,191,935,87,-67,1000,0
38,90,306,1019,-154,313,1000,165,-77,1000,0
39,70,297,1000,-154,313,1000,155,-97,1009,0
40,50,287,1019,-263,202,898,233,-184,1047,0
41,50,287,1019,-263,202,898,135,-29,1009,0
42,111,306,1019,-236,202,990,116,-145,1028,0
43,111,306,1019,-218,222,953,9,-97,1000,0
44,60,306,980,-263,222,888,0,-126,990,0
45,60,306,980,-290,242,888,-9,-145,990,0
46,60,326,1000,-281,252,944,0,-126,990,0
47,80,306,1000,-254,232,962,19,-106,990,0
48,80,297,990,-236,202,935,87,-135,1028,0
49,80,326,960,-263,212,898,87,-135,1028,0
50,60,316,970,-272,242,907,77,-58,1009,0
51,111,306,960,-209,252,972,135,-77,1009,0
52,111,336,1019,-118,292,990,155,-38,980,0
53,80,316,990,-281,252,916,174,-87,1000,0
54,50,306,1019,-254,181,898,203,-126,1047,0
55,80,257,1019,-218,171,1009,145,-77,1028,0
56,111,287,1000,-218,232,935,116,-116,1009,0
57,80,336,980,-272,252,888,29,-97,1000,0
58,50,316,990,-290,242,907,19,-155,1000,0
59,50,316,990,-263,252,944,0,-145,961,0
60,101,287,990,-245,212,972,19,-126,1028,0
61,70,306,980,-254,222,935,19,-126,1028,0
62,40,316,990,-245,202,898,106,-116,1038,0
63,40,316,990,-254,232,907,135,-77,1009,0
64,90,297,1009,-181,242,953,165,-77,971,0
65,121,316,1000,-109,292,1009,145,-126,1028,0
66,90,316,1000,-254,242,944,203,-165,1047,0
67,60,287,1009,-281,191,898,203,-165,1047,0
68,70,287,1019,-227,181,990,155,-58,1009,0
69,111,306,1000,-263,222,944,77,-106,1009,0
70,60,326,980,-309,272,851,58,-126,1000,0
71,40,326,970,-336,262,898,9,-106,971,0
72,40,306,1000,-272,242,953,-19,-145,990,0
73,90,306,1000,-254,202,962,-9,-116,980,0
74,101,297,1000,-236,222,925,19,-116,1000,0
75,90,306,990,-245,212,907,58,-67,1019,0
76,80,316,980,-227,212,925,126,-116,1047,0
77,111,306,960,-190,292,1018,165,-38,971,0
78,131,297,1019,-118,282,972,145,-58,1009,0
79,90,306,990,-263,222,898,184,-106,1038,0
80,60,306,1009,-263,191,935,233,-155,1066,0
81,50,267,1019,-236,202,1000,97,-67,1019,0
82,101,316,1009,-281,232,916,135,-135,1009,0
83,70,316,980,-309,242,861,38,-106,980,0
84,30,336,970,-290,262,925,-9,-135,971,0
85,50,326,990,-272,242,981,-19,-126,971,0
86,80,287,1000,-254,222,953,-19,-77,961,0
87,101,306,1000,-236,202,925,48,-135,1000,0
88,70,306,990,-245,202,907,38,-48,1047,0
89,90,316,970,-190,252,888,165,-48,1000,0
90,111,306,980,-145,262,1037,135,-67,1009,0
91,121,287,1029,-181,262,972,165,-77,990,0
92,101,287,1009,-272,212,888,194,-126,1038,0
93,70,306,1009,-272,212,888,203,-116,1057,0
94,70,287,1009,-245,181,962,126,-48,1000,0
95,70,326,990,-272,242,981,135,-116,1000,0
96,60,326,980,-327,262,861,29,-97,971,0
97,50,336,980,-327,262,861,9,-135,971,0
