Timestep,Shank_x,Shank_y,Shank_z,Thigh_x,Thigh_y,Thigh_z,Trunk_x,Trunk_y,Trunk_z,FoG
0,-90,257,1000,-245,10,962,-135,-87,1019,0
1,-70,247,1000,-254,40,944,-116,-97,990,0
2,-70,267,990,-245,50,972,-126,-87,1009,0
3,-80,287,1009,-254,50,962,-126,-97,1019,0
4,-70,257,1009,-245,30,953,-116,-77,1000,0
5,-80,257,1000,-263,30,953,-116,-97,1009,0
6,-90,277,1009,-245,50,953,-116,-97,1000,0
7,-80,277,1009,-227,70,935,-106,-116,1019,0
8,-80,277,1000,-236,20,953,-116,-97,1009,0
9,-80,257,1009,-245,50,981,-106,-87,990,0
10,-70,277,1009,-236,40,972,-97,-97,1009,0
11,-70,267,1000,-254,50,972,-116,-87,1000,0
12,-101,267,1009,-245,40,953,-116,-97,1019,0
13,-70,267,1000,-254,30,962,-126,-77,1000,0
14,-90,257,1009,-227,40,962,-116,-87,1000,0
15,-80,257,1009,-245,40,962,-116,-106,1009,0
16,-90,257,1009,-236,20,972,-97,-67,1009,0
17,-90,277,1019,-245,50,953,-106,-77,1009,0
18,-80,277,990,-263,30,962,-116,-77,1019,0
19,-90,267,1009,-245,30,962,-116,-87,1000,0
20,-80,267,1009,-263,30,944,-106,-67,980,0
21,-70,247,1009,-263,30,944,-135,-97,1019,0
22,-80,277,1009,-245,20,962,-97,-97,1009,0
23,-80,277,1019,-263,30,953,-106,-87,1009,0
24,-80,257,990,-254,30,972,-97,-77,990,0
25,-90,257,1019,-236,30,953,-116,-87,1009,0
26,-90,267,1009,-254,40,953,-116,-87,1019,0
27,-90,277,1000,-263,30,962,-106,-87,1000,0
28,-70,277,1009,-245,20,962,-97,-77,971,0
29,-80,267,1000,-245,40,953,-116,-106,1019,0
30,-80,257,1009,-245,40,953,-106,-77,1009,0
31,-80,287,1000,-245,30,962,-116,-67,1019,0
32,-80,287,1000,-254,30,962,-116,-97,1009,0
33,-80,267,1000,-245,30,953,-106,-87,1000,0
34,-90,287,1000,-263,50,962,-106,-87,1000,0
35,-80,277,1009,-254,20,972,-106,-77,980,0
36,-80,277,1009,-254,20,953,-116,-97,1009,0
37,-90,277,990,-254,20,953,-106,-87,1000,0
38,-90,287,1009,-254,20,962,-106,-77,1000,0
39,-101,257,1009,-254,30,962,-106,-77,1009,0
40,-101,257,1009,-254,30,962,-106,-77,1009,0
41,-80,277,1000,-254,30,962,-106,-97,1019,0
42,-90,267,990,-254,40,953,-116,-97,1009,0
43,-70,287,1000,-254,50,962,-116,-97,1009,0
44,-70,287,1000,-254,50,962,-116,-97,1000,0
45,-80,267,1019,-254,40,962,-106,-87,1009,0
46,-90,257,1009,-254,30,953,-126,-87,1019,0
47,-90,277,1000,-263,40,953,-126,-87,1019,0
48,-90,277,1000,-263,40,953,-106,-77,1009,0
49,-101,277,1000,-245,40,953,-106,-116,1019,0
50,-70,287,1000,-245,20,953,-106,-97,1019,0
51,-70,287,1000,-254,40,953,-106,-97,1019,0
52,-90,267,1000,-254,40,953,-87,-87,990,0
53,-90,267,1009,-254,60,972,-106,-87,1009,0
54,-90,267,1000,-245,20,962,-106,-67,1009,0
55,-80,287,1000,-245,50,944,-106,-67,1009,0
56,-80,287,1000,-263,50,953,-116,-87,1009,0
57,-80,277,1000,-263,50,953,-106,-87,1009,0
58,-70,277,1000,-236,30,953,-116,-106,1019,0
59,-80,277,1009,-236,30,953,-116,-87,1009,0
60,-70,277,1009,-254,30,953,-116,-87,1009,0
61,-70,277,1009,-254,30,962,-106,-116,1009,0
62,-80,267,1000,-254,20,962,-106,-97,1000,0
63,-80,277,1009,-254,20,962,-126,-67,1019,0
64,-90,267,1009,-245,40,944,-116,-106,1019,0
65,-101,257,1009,-263,50,972,-106,-87,1000,0
66,-80,277,1000,-254,30,962,-106,-87,1000,0
67,-80,277,1000,-245,60,944,-116,-87,1000,0
68,-101,277,1000,-254,40,962,-116,-87,1009,0
69,-90,267,1000,-254,40,962,-106,-58,1009,0
70,-90,257,1000,-254,20,962,-116,-77,1000,0
71,-90,277,1009,-245,20,972,-97,-97,1000,0
72,-60,247,1019,-245,40,953,-97,-77,990,0
73,-60,247,1019,-245,50,962,-97,-77,990,0
74,-80,277,990,-245,30,972,-116,-77,1009,0
75,-80,257,1009,-236,50,944,-106,-58,1009,0
76,-80,277,1000,-263,40,972,-106,-77,1009,0
77,-80,287,1009,-263,40,972,-116,-106,1028,0
78,-80,267,1000,-245,30,962,-116,-106,1019,0
79,-90,267,1019,-263,0,972,-126,-97,1000,0
80,-80,257,1009,-245,40,935,-126,-97,1000,0
81,-70,267,1000,-263,30,962,-135,-87,1000,0
82,-90,277,1009,-254,20,962,-116,-106,1009,0
83,-90,277,1009,-245,40,962,-106,-87,1000,0
84,-80,287,1009,-263,60,953,-106,-67,1000,0
85,-101,277,1000,-254,50,962,-97,-77,990,0
86,-80,257,1009,-245,40,962,-116,-58,1009,0
87,-80,297,1009,-245,30,953,-126,-97,1009,0
88,-80,297,1000,-245,30,953,-106,-77,1019,0
89,-70,267,1009,-254,30,962,-116,-97,1028,0
90,-90,277,1000,-254,20,962,-116,-97,1028,0
91,-90,277,1000,-254,30,944,-106,-87,990,0
92,-90,257,990,-263,10,962,-116,-97,1009,0
93,-80,277,1000,-254,20,962,-116,-106,1009,0
94,-70,277,1000,-245,30,962,-106,-97,1000,0
95,-70,277,1000,-236,30,953,-116,-77,1009,0
96,-90,287,1000,-236,30,944,-106,-87,1019,0
97,-80,257,990,-245,30,962,-106,-87,1009,0
98,-90,257,1000,-245,20,953,-106,-87,1009,0
99,-90,277,1000,-254,30,962,-116,-87,1009,0
100,-70,267,1009,-254,30,962,-116,-58,1000,0
101,-70,277,1000,-245,50,972,-126,-87,1019,0
102,-80,267,1009,-245,40,953,-116,-97,1009,0
103,-80,267,990,-254,30,972,-106,-77,1009,0
104,-90,267,1009,-263,60,962,-106,-77,1009,0
105,-90,277,1009,-245,20,962,-126,-97,1028,0
106,-70,267,1019,-245,40,953,-126,-97,1019,0
107,-80,277,990,-245,50,953,-106,-97,1000,0
108,-80,267,1009,-254,40,962,-126,-97,1009,0
109,-80,267,1009,-245,30,953,-106,-77,990,0
110,-70,267,1009,-254,40,962,-106,-97,1009,0
111,-80,257,1000,-245,40,972,-106,-87,1009,0
112,-70,287,1000,-254,20,981,-126,-77,1009,0
113,-90,287,1029,-236,40,944,-106,-116,1000,0
114,-90,287,1009,-254,40,972,-106,-67,990,0
115,-90,287,1009,-254,40,962,-126,-58,1000,0
116,-70,267,1009,-254,40,962,-116,-97,1019,0
117,-80,267,1000,-245,30,962,-87,-97,980,0
118,-90,267,1009,-245,50,953,-126,-97,1009,0
119,-90,267,1019,-254,30,953,-116,-97,1019,0
120,-80,267,1019,-254,30,962,-116,-97,1019,0
121,-90,267,1000,-254,30,953,-106,-97,1000,0
122,-70,267,990,-254,50,962,-116,-77,1019,0
123,-90,277,1000,-254,30,972,-126,-106,1019,0
124,-70,257,1009,-236,30,953,-106,-87,1000,0
125,-80,277,1000,-245,30,972,-116,-77,1000,0
126,-70,247,1019,-236,50,962,-106,-87,1000,0
127,-70,277,1000,-254,30,953,-97,-116,1019,0
128,-70,277,990,-254,50,953,-116,-67,1009,0
129,-80,257,1000,-254,30,953,-116,-87,990,0
130,-80,247,1000,-245,20,962,-116,-106,1000,0
131,-80,277,1000,-254,30,962,-106,-97,1009,0
132,-90,277,1000,-245,30,972,-106,-87,1009,0
133,-90,267,1000,-236,50,972,-97,-77,1000,0
134,-80,267,1000,-245,10,953,-116,-87,1009,0
135,-80,257,990,-263,30,953,-116,-67,1000,0
136,-70,287,990,-263,40,953,-126,-87,1009,0
137,-80,267,1009,-254,50,962,-116,-77,990,0
138,-90,287,1009,-254,20,953,-116,-87,1000,0
139,-90,257,1009,-254,20,962,-106,-97,1009,0
140,-90,277,1009,-263,50,962,-106,-97,1000,0
141,-101,287,990,-245,10,962,-97,-97,990,0
142,-90,257,1019,-245,50,962,-126,-106,1000,0
143,-80,257,1009,-245,30,962,-106,-67,990,0
144,-70,287,990,-263,30,962,-106,-77,980,0
145,-70,277,1000,-236,40,953,-106,-87,1009,0
146,-101,267,1009,-245,40,953,-106,-77,1009,0
147,-80,267,1009,-263,30,972,-106,-106,1009,0
148,-80,257,1000,-254,30,972,-97,-77,1009,0
149,-80,257,1019,-254,40,962,-97,-97,990,0
150,-70,267,1009,-263,40,962,-126,-87,1000,0
151,-70,267,980,-263,10,962,-126,-87,1009,0
152,-70,267,1000,-263,10,962,-116,-106,1009,0
153,-70,267,1000,-236,60,953,-126,-97,1009,0
154,-70,267,1000,-254,30,953,-126,-87,1000,0
155,-80,267,1009,-245,50,953,-116,-87,1019,0
156,-80,277,980,-218,30,953,-116,-106,1019,0
157,-80,277,980,-218,30,953,-116,-106,1019,0
158,-70,267,1000,-236,50,962,-116,-87,1009,0
159,-90,287,1009,-236,20,962,-106,-106,1019,0
160,-80,287,1019,-254,50,962,-106,-106,990,0
161,-90,277,1009,-236,50,935,-126,-87,1009,0
162,-80,267,1000,-245,50,953,-106,-97,1019,0
163,-80,267,1000,-263,50,972,-97,-67,990,0
164,-70,287,1000,-227,30,962,-116,-97,1000,0
165,-70,287,1000,-245,20,962,-106,-106,1019,0
166,-80,267,1009,-254,20,972,-106,-87,1009,0
167,-80,267,1000,-254,20,972,-116,-87,1009,0
168,-111,267,1009,-245,50,953,-126,-106,1009,0
169,-80,267,1000,-245,50,953,-116,-77,990,0
170,-80,267,1000,-236,0,972,-116,-116,1000,0
171,-70,257,1009,-236,40,944,-106,-87,990,0
172,-80,257,1000,-254,30,981,-116,-87,1000,0
173,-80,257,1009,-254,40,962,-126,-106,1009,0
174,-80,267,1000,-254,30,944,-126,-97,1000,0
175,-70,267,1009,-245,20,962,-116,-67,1009,0
176,-80,277,1009,-254,50,972,-126,-106,1038,0
177,-70,277,1000,-263,50,962,-116,-77,1009,0
178,-90,287,1009,-245,20,953,-106,-87,1000,0
179,-80,267,1009,-254,50,962,-106,-87,980,0
180,-70,267,980,-236,30,972,-106,-77,1009,0
181,-60,267,1009,-236,30,962,-106,-106,1000,0
182,-80,277,1000,-236,40,953,-116,-106,1009,0
183,-70,257,1000,-245,40,972,-106,-87,1000,0
184,-70,247,1019,-245,20,953,-106,-97,1019,0
185,-80,287,1009,-254,50,944,-106,-106,1000,0
186,-80,257,1009,-272,30,953,-116,-87,1000,0
187,-70,267,1000,-254,30,962,-126,-116,1019,0
188,-101,277,1009,-263,50,953,-126,-116,1038,0
189,-80,267,990,-254,30,953,-116,-87,1009,0
190,-80,247,1029,-236,60,962,-116,-116,1009,0
191,-60,247,1009,-218,30,972,-106,-106,1009,0
192,-60,267,1000,-218,40,944,-135,-97,1009,0
193,-90,277,1019,-254,30,962,-106,-97,1019,0
194,-80,257,1009,-236,30,962,-97,-106,1019,0
195,-60,257,1009,-236,40,944,-135,-87,1028,0
196,-70,287,990,-245,40,962,-106,-116,1009,0
197,-60,257,1009,-245,50,962,-116,-87,990,0
198,-80,267,1019,-245,20,972,-116,-97,1009,0
199,-70,257,1009,-245,30,962,-116,-106,1000,0
200,-80,287,990,-254,30,962,-116,-67,1009,0
201,-60,267,1009,-272,40,962,-135,-87,1019,0
202,-80,267,1000,-245,40,962,-116,-106,1000,0
203,-60,297,990,-245,40,962,-116,-77,1000,0
204,-80,257,1000,-254,20,962,-116,-87,1009,0
205,-60,247,1009,-254,30,953,-97,-87,990,0
206,-60,277,1000,-236,0,962,-106,-87,1000,0
207,-70,267,1000,-236,0,962,-126,-77,1009,0
208,-80,257,1019,-254,30,962,-106,-87,990,0
209,-60,277,1000,-245,20,953,-106,-87,990,0
210,-60,277,1000,-245,30,953,-106,-97,1009,0
211,-80,277,1009,-263,40,953,-126,-97,1000,0
212,-90,267,1009,-245,30,972,-116,-87,1000,0
213,-70,267,1009,-236,30,972,-116,-97,990,0
214,-70,257,1019,-227,20,953,-106,-106,1000,0
215,-70,257,1009,-263,40,972,-126,-87,1019,0
216,-90,267,1000,-245,10,962,-135,-87,1019,0
217,-80,277,1019,-236,60,953,-126,-67,1000,0
218,-70,257,1009,-254,30,972,-135,-77,1028,0
219,-70,277,1000,-263,20,962,-126,-87,1019,0
220,-80,277,1000,-254,30,972,-126,-87,1000,0
221,-80,277,1000,-254,40,953,-135,-87,1009,0
222,-80,247,1009,-263,40,972,-126,-97,1000,0
223,-70,277,1000,-245,30,972,-106,-87,990,0
224,-70,277,1000,-245,40,962,-126,-106,990,0
225,-80,267,1000,-245,40,953,-116,-97,1000,0
226,-70,257,1000,-236,40,972,-106,-87,1000,0
227,-70,237,1009,-245,30,962,-135,-67,1009,0
228,-70,267,1019,-245,20,944,-116,-87,1000,0
229,-70,287,1009,-245,50,962,-116,-87,990,0
230,-70,267,1009,-245,30,972,-116,-97,980,0
