Timestep,Shank_x,Shank_y,Shank_z,Thigh_x,Thigh_y,Thigh_z,Trunk_x,Trunk_y,Trunk_z,FoG
0,-131,108,1029,127,-10,990,19,-116,1057,0
1,-111,128,1019,154,10,981,-9,-116,1047,0
2,-151,118,1029,136,-20,962,0,-135,1028,0
3,-111,128,1029,190,-20,962,-9,-135,990,0
4,-111,128,1029,190,-20,962,-19,-135,952,0
5,-111,118,1019,181,-30,953,-19,-135,961,0
6,-111,138,1019,190,-30,953,-9,-145,971,0
7,-101,138,1029,172,-40,953,-9,-116,971,0
8,-101,138,1029,190,-20,953,9,-116,961,0
9,-121,118,1029,190,-10,962,0,-126,980,0
10,-111,108,1029,190,-20,962,0,-116,980,0
11,-111,128,1019,172,-20,962,0,-116,980,0
12,-111,128,1019,163,-20,981,0,-126,990,0
13,-101,118,1029,172,-30,972,-9,-135,1028,0
14,-121,128,1039,163,-20,981,0,-135,1028,0
15,-111,108,1009,145,-20,981,0,-135,1019,0
16,-111,108,1009,136,-20,981,9,-126,1019,0
17,-121,108,1029,127,-20,1000,9,-135,1028,0
18,-121,118,1029,109,-20,972,19,-155,1038,0
19,-121,128,1019,127,-20,990,0,-126,1028,0
20,-131,118,1009,109,-40,990,19,-135,1009,0
21,-131,118,1009,127,-20,972,-9,-135,1009,0
22,-131,108,1039,136,-30,972,0,-135,1009,0
23,-131,118,1029,136,-20,962,0,-116,1000,0
24,-141,108,1019,163,-10,972,0,-155,1009,0
25,-141,108,1019,154,-30,972,0,-145,1000,0
26,-141,118,1039,136,-30,972,-19,-126,1019,0
27,-141,118,1039,136,-30,972,-9,-155,1009,0
28,-141,108,1039,145,-10,962,-9,-135,990,0
29,-141,108,1019,145,-20,972,-19,-155,1009,0
30,-141,99,1029,145,-20,972,-9,-145,1000,0
31,-141,118,1029,145,-20,962,0,-135,1000,0
32,-131,128,1019,163,-10,953,-9,-106,1000,0
33,-131,108,1009,154,0,972,-9,-135,1009,0
34,-131,108,1029,154,-30,972,-9,-106,980,0
35,-121,108,1009,163,-30,981,-9,-116,1009,0
36,-131,128,1019,163,-10,990,0,-145,1019,0
37,-131,118,1019,145,-30,981,0,-126,1009,0
38,-111,108,1019,145,-10,962,19,-126,980,0
39,-131,118,1029,136,-10,981,19,-126,980,0
40,-131,118,1029,163,-20,972,0,-145,1009,0
41,-121,138,1019,163,-10,981,0,-135,1000,0
42,-151,108,1019,136,0,981,0,-135,1000,0
43,-151,118,1029,145,20,981,-9,-135,1009,0
44,-141,128,1029,154,-10,972,0,-126,1000,0
45,-141,99,1029,145,-30,962,0,-135,1009,0
46,-141,128,1029,136,-20,981,-9,-126,1009,0
47,-151,128,1009,136,-10,972,9,-126,1000,0
48,-131,138,1019,163,0,972,0,-145,1009,0
49,-131,128,1029,118,10,981,19,-135,1019,0
50,-141,118,1019,118,10,981,19,-135,1019,0
51,-121,108,1029,109,0,990,-9,-135,1028,0
52,-121,148,1000,136,-50,1000,0,-145,1028,0
53,-161,118,1000,154,-30,962,-9,-145,1000,0
54,-141,89,1009,145,-50,972,-29,-126,1009,0
55,-151,118,1029,127,-30,962,-19,-165,1009,0
56,-151,99,1049,145,-30,972,0,-135,1000,0
57,-151,108,1039,163,-40,962,-9,-116,1000,0
58,-141,99,1029,163,-30,962,-9,-135,1000,0
59,-131,148,1019,190,-10,972,0,-145,971,0
60,-141,108,1019,172,0,981,-9,-135,990,0
61,-121,108,1068,172,-30,962,-9,-126,1000,0
62,-111,118,1019,172,-20,962,9,-106,980,0
63,-141,108,1019,163,-20,962,0,-97,971,0
64,-121,138,1029,181,0,972,0,-135,1000,0
65,-141,108,1019,181,-20,962,9,-116,980,0
66,-121,118,1039,190,-20,962,9,-97,980,0
67,-121,108,1019,190,10,962,0,-106,980,0
68,-131,118,1029,163,-10,962,19,-97,980,0
69,-121,118,1019,172,-20,972,0,-116,1009,0
70,-141,118,1029,154,-20,972,-9,-116,1028,0
71,-121,118,1029,172,-30,981,-9,-116,1019,0
72,-131,118,1039,190,-20,981,-19,-87,1009,0
73,-131,138,1049,190,-60,1000,0,-106,1000,0
74,-141,118,1039,209,-60,990,-9,-97,980,0
75,-141,128,1068,272,-60,972,-9,-67,980,0
76,-101,138,1068,327,-70,962,-38,-87,980,0
77,-111,138,1088,363,-30,972,-29,-126,980,0
78,-101,148,1107,400,-40,1009,-87,-97,980,0
79,-80,178,1147,518,-50,1074,-97,-126,1019,0
80,-50,198,1215,563,-70,1092,-106,-106,1019,0
81,-30,178,1343,527,-80,1101,-97,-77,1019,0
82,10,217,1303,436,-80,1064,-48,-58,1009,0
83,-40,267,1264,254,-60,1046,0,-48,990,0
84,-80,326,1176,127,-30,981,48,-19,1000,0
85,-151,346,1098,45,10,972,87,-19,1038,0
86,-202,306,1000,-9,30,953,116,-9,1038,0
87,-212,297,921,-72,60,953,116,19,1085,0
88,-80,267,833,-36,60,916,116,-19,1085,0
89,292,217,715,72,90,888,87,-29,1066,0
90,505,178,666,172,101,916,48,-29,1066,0
91,454,158,764,272,101,935,9,-48,1057,0
92,585,237,843,281,80,898,19,-9,1028,0
93,575,198,872,254,90,888,19,29,1009,0
94,494,207,911,218,90,898,48,19,1009,0
95,444,198,960,181,60,879,87,48,1000,0
96,323,198,1000,190,80,833,106,77,1028,0
97,242,178,1029,190,80,842,116,58,1038,0
98,222,188,1078,209,80,833,135,67,1019,0
99,161,168,1107,254,50,796,116,87,1009,0
100,70,168,1127,209,30,805,126,77,990,0
101,20,158,1098,172,50,796,116,87,952,0
102,-30,158,1098,227,20,777,106,87,942,0
103,-60,138,1107,254,10,777,106,67,952,0
104,-80,138,1088,272,0,796,116,67,971,0
105,-161,158,1117,372,-10,805,97,67,961,0
106,-252,138,1147,427,-30,842,97,58,980,0
107,-323,168,1156,500,-20,833,87,67,980,0
108,-292,138,1186,590,-70,787,48,58,1000,0
109,-404,198,1127,700,-60,777,19,38,1009,0
110,-404,198,1127,781,-30,768,38,38,1000,0
111,-505,198,1127,781,-30,768,29,-48,1066,0
112,-636,148,1078,700,-10,805,87,-97,1133,0
113,-717,99,1078,654,10,935,97,-87,1228,0
