Timestep,Shank_x,Shank_y,Shank_z,Thigh_x,Thigh_y,Thigh_z,Trunk_x,Trunk_y,Trunk_z,FoG
0,-434,257,921,-954,101,129,58,0,1038,0
1,-444,257,921,-963,111,138,58,-29,1019,0
2,-444,257,921,-963,121,138,29,-38,1019,0
3,-414,267,901,-963,111,138,29,-38,1019,0
4,-414,267,901,-954,101,157,48,-29,1000,0
5,-414,247,911,-954,111,138,48,-29,990,0
6,-414,247,911,-945,111,120,38,-48,1009,0
7,-424,247,911,-954,90,138,38,-58,1028,0
8,-424,247,911,-954,101,129,38,-48,1000,0
9,-454,267,911,-963,111,138,29,-38,1009,0
10,-454,267,911,-954,80,129,48,-38,1009,0
11,-434,267,921,-945,90,148,48,-67,1000,0
12,-434,267,921,-945,90,148,19,-48,1019,0
13,-434,237,921,-963,90,148,29,-58,1019,0
14,-434,237,921,-963,101,157,19,-48,1009,0
15,-434,267,911,-954,90,138,9,-38,1000,0
16,-434,267,911,-954,80,157,9,-38,1000,0
17,-434,257,911,-954,111,138,29,-48,1009,0
18,-424,267,901,-954,90,148,38,-58,1000,0
19,-424,267,901,-963,90,138,38,-48,1019,0
20,-434,257,911,-963,111,148,29,-77,1019,0
21,-414,247,911,-954,111,157,38,-67,1000,0
22,-414,247,911,-954,101,129,29,-38,990,0
23,-434,267,921,-963,111,148,29,-67,1028,0
24,-434,267,921,-963,101,148,29,-48,1000,0
25,-434,237,921,-954,121,138,9,-29,1009,0
26,-434,257,911,-963,111,138,29,-48,1028,0
27,-434,257,911,-963,111,138,19,-48,1000,0
28,-424,267,911,-945,121,120,19,-48,1009,0
29,-434,257,901,-945,80,138,29,-67,1019,0
30,-434,257,901,-972,90,129,29,-67,1009,0
31,-434,267,901,-963,121,129,19,-67,1019,0
32,-434,217,931,-963,101,129,29,-58,1009,0
33,-434,217,931,-954,121,138,29,-67,1009,0
34,-424,267,911,-963,121,138,29,-67,1009,0
35,-424,267,911,-954,101,157,29,-48,1028,0
36,-414,257,911,-954,101,138,19,-58,1028,0
37,-424,277,901,-963,111,129,29,-67,1028,0
38,-434,257,911,-972,121,148,29,-67,1019,0
39,-434,257,921,-954,101,120,29,-58,1019,0
40,-444,257,911,-963,111,129,29,-77,1019,0
41,-444,257,911,-972,101,148,48,-58,1000,0
42,-434,267,921,-963,111,138,48,-38,1009,0
43,-434,257,921,-954,111,138,29,-38,1019,0
44,-434,257,921,-963,90,138,48,-67,1009,0
45,-444,257,911,-963,80,148,38,-67,1019,0
46,-434,247,921,-963,111,129,38,-77,1009,0
47,-434,247,921,-963,121,148,29,-58,1028,0
48,-434,247,911,-963,101,138,38,-48,1019,0
49,-434,267,911,-945,101,138,29,-67,1019,0
50,-444,247,901,-954,101,148,48,-58,1000,0
51,-444,247,901,-954,121,138,38,-77,1019,0
52,-424,227,921,-954,121,138,29,-67,1019,0
53,-424,257,911,-963,101,129,48,-58,1009,0
54,-414,257,921,-963,101,138,38,-38,1009,0
55,-434,257,921,-954,101,138,29,-38,1009,0
56,-434,267,892,-963,80,157,38,-48,1019,0
57,-434,237,931,-963,101,129,29,-48,1009,0
58,-424,287,911,-954,101,148,29,-67,1038,0
59,-434,257,901,-954,121,148,38,-29,1009,0
60,-434,277,911,-945,111,129,58,-48,1000,0
61,-434,247,892,-963,80,148,48,-58,980,0
62,-434,257,921,-963,80,148,48,-58,1019,0
63,-434,257,911,-954,111,120,48,-48,1009,0
64,-424,257,911,-963,111,138,48,-48,1009,0
65,-434,237,921,-954,90,129,48,-48,1019,0
66,-434,257,911,-945,111,129,58,-48,1009,0
67,-414,267,901,-945,90,120,58,-48,1009,0
68,-444,267,921,-963,90,129,38,-38,1019,0
69,-414,247,892,-963,90,138,58,-67,1028,0
70,-434,267,901,-954,101,129,67,-38,1009,0
71,-424,257,911,-963,121,138,38,-29,1028,0
72,-434,257,911,-954,90,148,48,-67,1028,0
73,-424,237,921,-954,111,129,48,-67,1019,0
74,-444,267,892,-963,111,138,48,-48,1009,0
75,-424,257,931,-954,101,148,48,-9,1000,0
76,-444,247,921,-963,101,129,58,-38,1000,0
77,-434,257,911,-954,80,148,48,-38,1019,0
78,-424,277,882,-963,101,148,58,-67,1019,0
79,-434,257,901,-954,90,148,58,-38,1009,0
80,-424,267,921,-945,101,129,38,-58,1019,0
81,-434,277,911,-963,101,148,58,-58,1019,0
82,-434,277,911,-954,80,138,38,-58,1009,0
83,-444,267,911,-963,121,129,48,-58,1009,0
84,-444,287,882,-963,111,138,48,-58,1009,0
85,-424,257,911,-963,101,138,67,-29,990,0
86,-444,257,921,-972,111,138,48,-38,1028,0
87,-424,267,882,-963,101,148,58,-67,1028,0
88,-434,267,901,-963,121,129,58,-48,1000,0
89,-444,277,901,-954,80,129,48,-38,1009,0
90,-424,267,901,-954,101,129,58,-58,1009,0
91,-424,247,911,-963,111,138,48,-48,1019,0
92,-434,277,911,-954,131,148,38,-29,1019,0
93,-434,277,911,-954,90,138,38,-58,1019,0
94,-424,267,911,-954,80,138,48,-58,1019,0
95,-444,247,911,-963,111,138,48,-29,1009,0
96,-434,247,901,-954,80,157,48,-67,1009,0
97,-424,257,901,-954,111,129,48,-38,1009,0
98,-434,287,892,-963,111,138,67,-29,1009,0
99,-424,267,921,-963,101,138,58,-19,1028,0
100,-424,247,901,-954,111,138,48,-48,1000,0
101,-444,237,921,-972,121,129,48,-58,1019,0
102,-424,257,911,-963,101,148,48,-29,1028,0
103,-444,277,892,-954,101,129,48,-58,1028,0
104,-424,277,892,-963,111,138,48,-38,1019,0
105,-444,257,921,-963,131,138,58,-48,1019,0
106,-424,257,921,-954,111,138,38,-48,1009,0
107,-424,287,911,-963,121,129,48,-38,1000,0
108,-434,277,921,-963,80,138,48,-38,1000,0
109,-424,277,911,-954,90,138,58,-58,1028,0
110,-434,257,921,-963,121,129,58,-58,1009,0
111,-434,237,911,-963,121,129,58,-38,1019,0
112,-444,267,911,-954,101,120,48,-58,1028,0
113,-434,257,901,-954,101,120,67,-38,1000,0
114,-444,257,921,-954,101,129,48,-48,1019,0
115,-434,277,901,-954,111,129,38,-48,1009,0
116,-434,267,911,-963,111,138,29,-19,1009,0
117,-414,267,911,-954,101,138,48,-58,1019,0
118,-434,267,901,-954,101,138,58,-48,1009,0
119,-454,267,911,-963,121,138,48,-58,1019,0
120,-454,267,901,-954,90,138,67,-58,1009,0
121,-444,247,931,-954,90,129,67,-67,1019,0
122,-424,257,901,-963,101,148,48,-29,1009,0
123,-444,257,921,-963,101,148,58,-38,1000,0
124,-434,247,921,-954,121,129,58,-38,1009,0
125,-434,247,901,-963,121,129,29,-38,1019,0
126,-444,277,911,-945,121,129,58,-48,1019,0
127,-434,257,911,-954,121,138,58,-58,1009,0
128,-434,267,901,-963,101,129,38,-58,1019,0
129,-444,277,911,-963,101,138,58,-29,1019,0
130,-414,267,911,-963,90,148,58,-38,1009,0
131,-454,277,921,-954,80,148,48,-48,1009,0
132,-424,267,931,-972,111,138,58,-58,1009,0
133,-424,247,921,-963,90,138,58,-38,1009,0
134,-434,267,911,-954,131,129,48,-29,1019,0
135,-434,257,901,-963,111,129,58,-48,1019,0
136,-444,247,911,-963,101,138,58,-38,1009,0
137,-444,247,901,-954,90,129,48,-38,990,0
138,-434,267,911,-963,101,138,58,-58,1019,0
139,-434,277,911,-954,111,129,48,-19,1009,0
140,-444,247,901,-963,80,148,38,-38,1028,0
141,-434,277,911,-954,101,138,58,-67,1019,0
142,-434,247,921,-963,101,138,58,-48,1000,0
143,-424,257,901,-954,80,148,58,-29,1009,0
144,-424,277,911,-963,131,129,48,-38,1028,0
145,-444,267,911,-954,131,129,58,-38,1000,0
146,-434,247,921,-963,121,138,48,-48,1019,0
147,-434,257,892,-963,101,129,58,-38,1019,0
148,-434,257,892,-972,111,138,58,-29,1019,0
149,-444,267,911,-963,90,129,38,-38,1009,0
150,-444,267,921,-954,80,148,58,-58,1019,0
151,-444,257,921,-972,111,138,58,-38,1019,0
152,-434,267,911,-963,121,138,48,-29,1028,0
153,-424,267,901,-954,101,138,29,-48,1028,0
154,-434,277,901,-963,101,129,58,-48,1009,0
155,-424,257,921,-945,101,129,38,-29,1019,0
156,-434,267,911,-954,121,138,48,-48,1019,0
157,-434,267,901,-954,90,120,67,-29,1009,0
158,-424,267,892,-954,101,138,67,-38,990,0
159,-444,257,921,-954,90,148,48,-48,1019,0
160,-444,257,921,-954,111,129,48,-38,1000,0
161,-434,267,911,-963,111,138,58,-48,1009,0
162,-424,247,921,-954,90,138,58,-48,1028,0
163,-434,257,931,-954,101,138,58,-48,1038,0
164,-434,257,931,-954,101,138,38,-29,1019,0
165,-424,257,911,-963,111,129,58,-67,1019,0
166,-424,267,901,-954,90,148,48,-48,1000,0
167,-434,277,911,-954,90,138,29,-38,1028,0
168,-434,277,911,-954,90,138,58,-38,1019,0
169,-434,277,911,-954,101,138,58,-38,1009,0
170,-434,277,911,-963,90,148,58,-19,1038,0
171,-434,277,911,-954,101,120,48,-29,1028,0
172,-444,257,911,-954,121,120,48,-48,1038,0
173,-414,257,901,-963,101,129,48,-38,1028,0
174,-414,257,901,-954,111,129,58,-38,1019,0
175,-424,257,911,-972,90,138,48,-48,1019,0
176,-424,277,901,-963,111,138,67,-29,1009,0
177,-424,277,901,-954,101,129,58,-48,1019,0
178,-424,277,901,-963,111,129,48,-38,1019,0
179,-424,277,901,-945,111,138,48,-38,1019,0
180,-424,277,901,-954,131,138,38,-29,1019,0
181,-434,247,921,-963,111,138,38,-29,1038,0
182,-434,257,911,-963,101,138,48,-48,1009,0
183,-434,257,911,-972,90,138,48,-29,1009,0
184,-444,277,911,-954,111,138,48,-29,1009,0
185,-434,257,911,-963,90,148,67,-29,1000,0
186,-434,257,911,-963,90,148,58,0,1000,0
187,-424,267,892,-954,90,120,48,-48,1019,0
188,-424,267,911,-963,90,138,48,-58,1019,0
189,-434,257,901,-954,121,138,58,-29,1000,0
190,-444,277,921,-945,101,138,58,-29,1000,0
191,-444,247,921,-954,111,157,58,-38,1019,0
192,-444,247,921,-963,131,148,58,-38,1019,0
193,-444,267,901,-963,80,138,58,-19,1000,0
194,-444,257,911,-954,101,129,48,-29,1009,0
195,-434,257,911,-945,101,129,38,-48,1019,0
196,-434,267,911,-963,121,138,58,-38,1009,0
197,-434,277,911,-954,121,129,58,-29,1019,0
198,-434,277,911,-963,121,138,48,-19,1019,0
199,-434,257,901,-954,101,129,58,-29,1009,0
200,-444,267,901,-954,80,148,48,-58,1028,0
201,-434,267,911,-963,90,138,48,-58,1028,0
202,-434,267,911,-963,101,148,48,-29,1009,0
203,-444,267,901,-963,111,138,48,-48,1028,0
204,-434,247,921,-945,111,129,58,-48,1028,0
205,-434,257,882,-954,111,157,58,-48,1009,0
206,-434,257,882,-954,90,148,38,-29,1028,0
207,-434,267,911,-954,111,129,38,-48,1028,0
208,-434,267,901,-954,121,120,48,-48,1009,0
209,-434,267,901,-963,90,129,48,-38,1019,0
210,-444,277,901,-945,90,138,48,-29,1028,0
211,-444,277,901,-963,80,120,58,-19,990,0
212,-424,257,921,-954,90,138,38,-38,1019,0
213,-424,257,931,-954,111,129,48,-58,1019,0
214,-424,257,931,-945,90,129,67,-29,1000,0
215,-424,277,921,-954,101,138,58,-48,1000,0
216,-424,277,921,-954,101,138,67,-38,1009,0
217,-444,287,911,-972,101,157,67,-48,1009,0
218,-444,277,901,-972,101,138,67,-48,1019,0
219,-444,277,901,-954,101,138,48,-38,1019,0
220,-424,267,901,-954,131,129,67,-38,1019,0
221,-424,267,901,-963,121,129,67,-29,1009,0
222,-424,267,901,-963,101,148,67,-58,1019,0
223,-424,267,901,-945,121,129,67,-29,1009,0
224,-434,287,892,-963,131,129,77,-19,1000,0
225,-434,287,892,-954,90,138,77,-19,1009,0
226,-434,267,921,-945,101,120,48,-38,1019,0
227,-434,267,921,-972,90,148,58,-19,1019,0
228,-434,267,921,-972,90,148,67,-48,1019,0
229,-434,267,921,-954,70,129,58,-48,1047,0
230,-434,267,921,-945,90,129,67,-9,1019,0
231,-434,267,921,-963,101,138,67,-29,1009,0
232,-434,267,921,-936,101,129,67,-58,1028,0
233,-434,267,921,-954,80,138,67,-38,1028,0
234,-434,267,921,-963,90,129,77,-38,1009,0
235,-434,267,921,-945,101,120,97,-38,1009,0
236,-434,267,921,-954,90,138,97,-29,1009,0
237,-434,267,921,-945,101,129,87,-38,1009,0
238,-434,267,921,-972,101,138,77,-19,1009,0
239,-434,267,921,-954,80,148,87,-29,1009,0
240,-424,227,941,-963,90,129,97,-19,1019,0
241,-444,247,941,-963,121,120,77,-29,1009,0
242,-444,247,941,-945,101,148,97,-48,1019,0
243,-424,247,911,-954,80,129,87,-29,1009,0
244,-424,267,911,-963,90,148,77,-29,1009,0
245,-434,267,911,-963,90,138,97,-38,1000,0
246,-434,267,911,-954,101,138,97,-19,1000,0
247,-434,257,931,-963,121,129,77,-29,1009,0
248,-434,257,931,-954,121,120,77,-19,1019,0
249,-424,237,921,-954,111,138,97,9,1000,0
